id,name,audiance,open_day,duration,genres,image,watch_grade,actors
1425,웨이 백,60877,20110317,133,[2],https://movie-phinf.pstatic.net/20181220_164/1545294751449voQ14_JPEG/movie_image.jpg,12,"[1295, 1206, 1025, 472]"
1426,랭고,390210,20110303,104,"[20, 4]",https://movie-phinf.pstatic.net/20160120_215/1453277019953K0y0m_JPEG/movie_image.jpg,0,[1088]
1427,컨트롤러,355343,20110303,105,"[10, 2, 18]",https://movie-phinf.pstatic.net/20180214_58/1518594605119D4bwi_JPEG/movie_image.jpg,12,"[861, 182]"
1428,아이들...,1846689,20110217,132,"[12, 10]",,15,"[916, 56, 86, 819, 102, 883, 94, 848, 784]"
1429,파이터,83969,20110310,114,[2],https://movie-phinf.pstatic.net/20180605_95/1528180955320qyxqT_JPEG/movie_image.jpg,15,"[1462, 1074]"
1430,조선명탐정 : 각시투구꽃의 비밀,4766797,20110127,115,"[7, 4]",https://movie-phinf.pstatic.net/20111223_255/13246307390419t8fV_JPEG/movie_image.jpg,12,"[302, 1191, 229, 1007, 888, 1248, 1028]"
1431,아이 엠 넘버 포,645860,20110224,103,"[4, 9]",https://movie-phinf.pstatic.net/20111223_272/1324632489734Dwp6b_JPEG/movie_image.jpg,12,"[909, 1072]"
1432,라푼젤,980070,20110210,100,"[20, 7, 18, 11]",https://movie-phinf.pstatic.net/20170418_162/1492497182954jDK7m_JPEG/movie_image.jpg,0,"[967, 115]"
1433,언노운,506668,20110217,113,"[2, 10, 4]",https://movie-phinf.pstatic.net/20190419_248/1555653842098Y9UGC_JPEG/movie_image.jpg,15,"[1347, 28]"
1434,만추,825915,20110217,113,[18],https://movie-phinf.pstatic.net/20150714_127/1436849150204nyxD3_JPEG/movie_image.jpg,15,"[754, 834]"
1435,메카닉,123847,20110224,92,"[2, 4, 10]",,19,"[140, 136]"
1436,알파 앤 오메가,117388,20110224,88,"[20, 8, 7, 11]",https://movie-phinf.pstatic.net/20111223_290/1324631827517kijXk_JPEG/movie_image.jpg,0,"[271, 324, 1152]"
1437,생텀,442845,20110210,108,"[8, 2, 4, 10]",https://movie-phinf.pstatic.net/20111223_117/1324631010334vY1KU_JPEG/movie_image.jpg,15,"[101, 932, 216]"
1438,친구와 연인사이,246689,20110210,108,"[7, 18]",https://movie-phinf.pstatic.net/20111223_129/13246320143948SfDS_JPEG/movie_image.jpg,19,"[541, 260]"
1439,127시간,123932,20110217,93,"[2, 10]",https://movie-phinf.pstatic.net/20111223_168/1324630604241rmGgz_JPEG/movie_image.jpg,15,[738]
1440,평양성,1700155,20110127,117,"[19, 7, 2]",https://movie-phinf.pstatic.net/20111223_159/1324631319677HxdWv_JPEG/movie_image.jpg,12,"[1134, 57, 56, 370, 550, 69, 1125, 785, 567, 588, 888, 1410, 769, 916, 936, 131, 373]"
1441,글러브,1799586,20110120,144,[2],https://movie-phinf.pstatic.net/20190215_257/1550208299959FuO7z_JPEG/movie_image.jpg,0,"[1035, 1290, 944, 1259, 81, 1307, 1071, 848]"
1442,걸리버 여행기,1733666,20110127,87,"[7, 8]",https://movie-phinf.pstatic.net/20111223_104/1324630839331T2B2t_JPEG/movie_image.jpg,0,[167]
1443,상하이,263473,20110127,103,"[2, 5, 18]",https://movie-phinf.pstatic.net/20171122_184/1511316410237ziSAr_JPEG/movie_image.jpg,15,"[1234, 1019, 1191]"
1444,그린 호넷,180416,20110127,118,[2],https://movie-phinf.pstatic.net/20111223_103/1324631428749s0Dcl_JPEG/movie_image.jpg,15,"[577, 1194, 1150]"
1445,메가마인드,864854,20110113,95,[20],https://movie-phinf.pstatic.net/20111223_266/1324630890097QJLlr_JPEG/movie_image.jpg,0,"[124, 387]"
1446,타운,86850,20110127,124,"[2, 12, 10]",,19,"[806, 1240, 531]"
1447,헬로우 고스트,3015394,20101222,111,"[7, 2]",,12,"[1285, 622, 894, 587, 712, 691, 784, 472]"
1448,가필드 펫 포스 3D,34202,20110127,73,"[20, 7, 11]",https://movie-phinf.pstatic.net/20111223_116/1324630826115f1iSt_JPEG/movie_image.jpg,0,"[928, 872]"
1449,러브 & 드럭스,506008,20110113,112,"[18, 7]",https://movie-phinf.pstatic.net/20190129_68/1548749435815O6OQS_JPEG/movie_image.jpg,19,[1057]
1450,시즌 오브 더 위치: 마녀 호송단,397218,20110113,94,"[8, 2, 6]",https://movie-phinf.pstatic.net/20111223_104/1324629980395CWXXi_JPEG/movie_image.jpg,15,"[83, 698, 964]"
1451,심장이 뛴다,985142,20110105,114,[2],https://movie-phinf.pstatic.net/20140519_217/14004895984778UOIh_JPEG/movie_image.jpg,15,"[1457, 1170, 1035, 553, 966, 472, 543]"
1452,라스트 갓파더,2512521,20101229,103,[7],https://movie-phinf.pstatic.net/20111223_99/1324630120059FA5J4_JPEG/movie_image.jpg,12,"[592, 1239, 662, 900]"
1453,아프리카 마법여행,37720,20110120,93,"[8, 2, 11, 6]",https://movie-phinf.pstatic.net/20111223_1/1324630031835glEOC_JPEG/movie_image.jpg,0,[777]
1454,"울지마, 톤즈",367673,20100909,91,[17],https://movie-phinf.pstatic.net/20111223_289/1324622149942dtKyL_JPEG/movie_image.jpg,0,[303]
1455,황해,2254603,20101222,156,"[10, 4, 12]",https://movie-phinf.pstatic.net/20111223_205/1324629742378RJsDQ_JPEG/movie_image.jpg,19,"[623, 847, 1023, 1466, 542, 1042, 102, 277, 588, 966, 1236]"
1456,해리 포터와 죽음의 성물1,2820200,20101215,146,"[5, 6]",https://movie-phinf.pstatic.net/20111223_21/1324628831674hTrFY_JPEG/movie_image.jpg,0,"[1178, 658, 1346]"
1457,새미의 어드벤쳐,966889,20101215,85,"[20, 8]",https://movie-phinf.pstatic.net/20120802_279/1343874037003cGciG_JPEG/movie_image.jpg,0,"[594, 737, 1124]"
1458,꿀벌 하치의 대모험,39333,20110113,95,[20],,0,[]
1459,트론: 새로운 시작,412742,20101229,125,"[9, 10, 4]",https://movie-phinf.pstatic.net/20111223_124/13246277966532j09u_JPEG/movie_image.jpg,12,"[752, 1086, 1141]"
1460,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,339819,20101223,97,[20],https://movie-phinf.pstatic.net/20111223_225/1324629025282eQ9xe_JPEG/movie_image.jpg,0,"[836, 898, 865]"
1461,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,46127,20110105,76,[20],https://movie-phinf.pstatic.net/20111223_298/1324629675267MlEe6_JPEG/movie_image.jpg,0,[]
1462,쩨쩨한 로맨스,2029296,20101201,118,"[7, 18]",https://movie-phinf.pstatic.net/20111223_272/1324627884224BolLz_JPEG/movie_image.jpg,19,"[425, 524, 1354, 446]"
1463,쓰리 데이즈,241873,20101222,133,"[12, 10, 4]",https://movie-phinf.pstatic.net/20180417_278/1523951973965zx8pa_JPEG/movie_image.jpg,15,"[509, 1205]"
1464,김종욱 찾기,1093315,20101208,112,"[18, 2]",https://movie-phinf.pstatic.net/20111223_132/1324628107015N7LC5_JPEG/movie_image.jpg,12,"[829, 1399, 1222, 317, 800, 712]"
1465,나니아 연대기: 새벽 출정호의 항해,1103913,20101208,112,"[6, 11, 8]",https://movie-phinf.pstatic.net/20111223_154/1324627111792FMs5X_JPEG/movie_image.jpg,0,"[579, 486, 763, 763]"
1466,투어리스트,894587,20101209,100,"[2, 10]",https://movie-phinf.pstatic.net/20151125_19/1448430667134Kbodk_JPEG/movie_image.jpg,15,"[1181, 1088]"
1467,톨스토이의 마지막 인생,34219,20101215,112,"[2, 18]",https://movie-phinf.pstatic.net/20111223_298/1324628106072tInyi_JPEG/movie_image.jpg,15,"[801, 80, 477]"
1468,워리어스 웨이,430956,20101201,100,"[4, 6]",https://movie-phinf.pstatic.net/20111223_142/1324627425748qORPW_JPEG/movie_image.jpg,15,"[417, 887, 1045]"
1469,베리드,60773,20101208,95,[2],,15,[812]
1470,이층의 악당,595155,20101124,115,"[7, 5]",,15,"[485, 298, 323, 1363]"
1471,스카이 라인,856053,20101124,93,"[4, 10, 9]",https://movie-phinf.pstatic.net/20190418_137/1555575079053FC2uw_JPEG/movie_image.jpg,12,"[1096, 1167, 354]"
1472,라스트 엑소시즘,100460,20101201,86,"[0, 10]",https://movie-phinf.pstatic.net/20130621_212/1371793471007lx8DN_JPEG/movie_image.jpg,15,[547]
1473,부당거래,2718589,20101028,119,"[12, 2]",https://movie-phinf.pstatic.net/20111223_235/1324625472367kWNBr_JPEG/movie_image.jpg,19,"[373, 1156, 1432, 1027, 412, 264, 484, 966, 446, 511, 1236]"
1474,초능력자,2111567,20101110,114,"[9, 2]",,15,"[664, 1078, 1052, 148, 969, 506]"
1475,소셜 네트워크,493534,20101118,120,[2],https://movie-phinf.pstatic.net/20160811_17/1470894281941ITsSu_JPEG/movie_image.jpg,15,"[1049, 459, 46, 1405]"
1476,스위치,58645,20101201,102,"[18, 7]",https://movie-phinf.pstatic.net/20181010_163/1539153757023EbsVd_JPEG/movie_image.jpg,15,"[1256, 1151]"
1477,페스티발,188270,20101118,110,[7],https://movie-phinf.pstatic.net/20160518_228/146353604274993lb9_JPEG/movie_image.jpg,19,"[548, 528, 1377, 667, 1173, 86, 1432, 1007]"
1478,언스토퍼블,437784,20101110,98,"[4, 10, 2]",https://movie-phinf.pstatic.net/20181113_138/15420949949290eQ4M_JPEG/movie_image.jpg,12,"[49, 674]"
1479,더 콘서트,55658,20101125,122,"[2, 7]",https://movie-phinf.pstatic.net/20150605_238/14334876180566mdkt_JPEG/movie_image.jpg,0,"[1100, 905]"
1480,렛 미 인,154006,20101118,116,"[2, 6, 0, 5]",https://movie-phinf.pstatic.net/20150526_143/1432625617563vBwso_JPEG/movie_image.jpg,15,"[600, 746, 1234]"
1481,두 여자,120966,20101118,105,"[18, 2]",,19,"[100, 960, 1133, 919]"
1482,쏘우 3D,79330,20101118,89,[0],,19,"[1266, 478, 923, 985]"
1483,불량남녀,472349,20101104,108,[7],https://movie-phinf.pstatic.net/20111223_141/1324625326686KhEyO_JPEG/movie_image.jpg,15,"[1465, 667, 1140, 277]"
1484,레드,472341,20101103,111,[4],https://movie-phinf.pstatic.net/20190219_250/1550565587042GsibV_JPEG/movie_image.jpg,15,"[1199, 1013, 537, 431, 801, 1169]"
1485,가디언의 전설,287638,20101028,96,"[20, 8, 6]",https://movie-phinf.pstatic.net/20111223_268/1324623945227penah_JPEG/movie_image.jpg,0,"[339, 1295, 48]"
1486,심야의 F.M.,1193874,20101014,106,"[10, 12]",https://movie-phinf.pstatic.net/20111223_135/1324623801598CY7zg_JPEG/movie_image.jpg,19,"[894, 122, 79, 1047, 1236]"
1487,데블,107433,20101104,80,[0],https://movie-phinf.pstatic.net/20180227_259/15196973130772BoKc_JPEG/movie_image.jpg,15,"[331, 1422, 1169, 1375]"
1488,대지진,48919,20101104,136,[2],,0,"[81, 1134, 157]"
1489,돌이킬 수 없는,60391,20101104,88,"[5, 2]",,15,"[691, 1112, 670]"
1490,파라노말 액티비티 2,354265,20101021,90,[0],https://movie-phinf.pstatic.net/20111223_283/132462530711659J6E_JPEG/movie_image.jpg,12,"[747, 1187]"
1491,나탈리,88295,20101028,90,"[18, 2]",https://movie-phinf.pstatic.net/20180413_284/1523604623136wKXPh_PNG/movie_image.jpg,19,"[399, 514, 209]"
1492,시라노; 연애조작단,2662315,20100916,121,"[18, 7]",https://movie-phinf.pstatic.net/20130503_213/13675682298463mBm6_JPEG/movie_image.jpg,12,"[983, 19, 171, 690, 1388, 494, 1354, 390]"
1493,방가? 방가!,953934,20100930,110,"[7, 2]",,12,"[506, 1258, 943, 1125, 848]"
1494,레터스 투 줄리엣,548318,20101006,105,"[18, 7]",,12,"[7, 1120, 1168]"
1495,월 스트리트: 머니 네버 슬립스,227754,20101021,133,"[2, 12, 10]",https://movie-phinf.pstatic.net/20111223_274/1324625016764u4HCU_GIF/movie_image.jpg,12,"[1040, 1104, 996, 790]"
1496,검우강호,309910,20101014,112,[4],https://movie-phinf.pstatic.net/20111223_233/1324623297778e0EeC_JPEG/movie_image.jpg,15,"[266, 520, 1176]"
1497,적인걸: 측천무후의 비밀,446561,20101006,123,"[4, 12, 5, 10]",https://movie-phinf.pstatic.net/20111223_44/13246237945856bP72_JPEG/movie_image.jpg,12,"[320, 295, 1043]"
1498,참을 수 없는,49408,20101021,114,"[18, 2]",,19,"[630, 352, 1312, 1312]"
1499,22 블렛,121544,20101014,118,"[4, 12]",https://movie-phinf.pstatic.net/20111223_67/1324624612926LA5f6_JPEG/movie_image.jpg,19,[525]
1500,먹고 기도하고 사랑하라,467636,20100930,139,"[2, 18]",https://movie-phinf.pstatic.net/20111223_190/1324623484600RM9X0_JPEG/movie_image.jpg,15,"[955, 738]"
1501,아저씨,6159200,20100804,119,"[4, 2]",https://movie-phinf.pstatic.net/20180905_172/15361097423188BQsE_JPEG/movie_image.jpg,19,"[991, 358, 860, 1002, 888, 1191, 332, 135, 939, 277]"
1502,슈퍼  배드,997452,20100916,95,"[20, 11]",https://movie-phinf.pstatic.net/20170706_245/1499303116858pv17S_JPEG/movie_image.jpg,0,"[259, 1391, 1210]"
1503,무적자,1520332,20100916,124,"[2, 4]",https://movie-phinf.pstatic.net/20111223_4/1324622952437bs3AI_JPEG/movie_image.jpg,15,"[883, 775, 1255, 96, 1314, 553]"
1504,해결사,1824666,20100909,100,"[4, 10]",https://movie-phinf.pstatic.net/20170907_269/15047487298224kHxR_JPEG/movie_image.jpg,15,"[588, 875, 1112, 1007, 883, 989, 494, 8, 691, 527, 553]"
1505,레지던트 이블 4: 끝나지 않은 전쟁 3D,1180691,20100916,96,"[0, 10, 4]",,19,"[1172, 96]"
1506,마루 밑 아리에티,1041060,20100909,94,[20],,0,"[995, 1117, 160, 928, 1044, 1268, 586]"
1507,퀴즈왕,558668,20100916,121,[7],https://movie-phinf.pstatic.net/20111223_196/1324621459311wPndC_JPEG/movie_image.jpg,15,"[398, 1085, 939, 56, 712, 958, 472, 673]"
1508,그랑프리,155886,20100916,109,[2],https://movie-phinf.pstatic.net/20170329_76/1490777811643jAp5M_JPEG/movie_image.jpg,12,"[799, 296, 921, 1024]"
1509,캣츠 앤 독스 2,99424,20100916,82,"[11, 7, 4]",https://movie-phinf.pstatic.net/20111223_89/132462165964051nsC_JPEG/movie_image.jpg,0,"[1063, 792, 640, 1060]"
1510,킬러스,304330,20100902,100,"[4, 7, 18]",https://movie-phinf.pstatic.net/20170321_144/1490063488085O7vgL_JPEG/movie_image.jpg,15,"[260, 10]"
1511,김복남 살인사건의 전말,123892,20100902,115,"[10, 2]",https://movie-phinf.pstatic.net/20111223_105/1324622396153DcG8F_JPEG/movie_image.jpg,19,"[567, 501, 476, 1352]"
1512,악마를 보았다,1802665,20100812,144,[10],https://movie-phinf.pstatic.net/20160627_157/14670045997935Iy3W_JPEG/movie_image.jpg,19,"[753, 243, 1289, 764, 1016, 495, 1248, 412, 1006, 848]"
1513,인셉션,5806059,20100721,147,"[2, 5]",https://movie-phinf.pstatic.net/20130903_101/1378177639330wDNpG_JPEG/movie_image.jpg,12,"[34, 877, 428]"
1514,피라냐,498723,20100826,88,"[4, 0, 10]",https://movie-phinf.pstatic.net/20150327_205/1427445817047XXyca_JPEG/movie_image.jpg,19,"[590, 554, 677, 70]"
1515,라스트 에어벤더,1330691,20100819,103,"[4, 11, 6, 8]",https://movie-phinf.pstatic.net/20111223_62/13246192985897cbfP_JPEG/movie_image.jpg,0,"[43, 941, 438, 1384]"
1516,뮬란: 전사의 귀환,89512,20100902,110,"[4, 2]",https://movie-phinf.pstatic.net/20160404_156/14597311386637XbM5_JPEG/movie_image.jpg,12,"[1106, 397]"
1517,애프터 라이프,87817,20100902,103,"[2, 5, 10]",,15,"[521, 1347, 324]"
1518,프레데터스,263014,20100826,106,"[4, 10, 9, 8]",https://movie-phinf.pstatic.net/20111223_262/1324621394547BjeJ6_JPEG/movie_image.jpg,15,"[145, 1040, 813]"
1519,죽이고 싶은,124179,20100826,92,[10],https://movie-phinf.pstatic.net/20111223_98/1324621615365UL3nt_JPEG/movie_image.jpg,19,"[412, 1027, 1119, 784]"
1520,익스펜더블,366671,20100819,103,"[10, 4]",https://movie-phinf.pstatic.net/20170310_13/1489107370524dlcDE_JPEG/movie_image.jpg,19,"[1468, 140, 416, 933, 1199]"
1521,토이 스토리 3,1414698,20100805,102,"[11, 7, 6]",https://movie-phinf.pstatic.net/20111223_166/1324619308419RAp5L_JPEG/movie_image.jpg,0,"[968, 380]"
1522,아바타 3D 스페셜에디션,93094,20100904,170,"[9, 4]",https://movie-phinf.pstatic.net/20180518_218/1526609377997LxLgL_JPEG/movie_image.jpg,12,"[1467, 402]"
1523,폐가,212872,20100819,84,[0],https://movie-phinf.pstatic.net/20111223_185/1324619804332hraKg_JPEG/movie_image.jpg,15,"[685, 177, 217, 1122]"
1524,솔트,2841502,20100729,99,"[10, 4]",https://movie-phinf.pstatic.net/20190108_62/1546909771530xwMY5_JPEG/movie_image.jpg,15,[1181]
1525,스텝 업 3D,623246,20100805,107,"[2, 18]",https://movie-phinf.pstatic.net/20111223_6/1324618476816gmpOx_JPEG/movie_image.jpg,12,"[290, 460, 977]"
1526,내니맥피 2: 유모와마법소동,193306,20100811,109,"[11, 7, 6]",https://movie-phinf.pstatic.net/20111223_169/13246199111147mHjT_JPEG/movie_image.jpg,0,[301]
1527,이끼,3335138,20100714,163,"[2, 10]",https://movie-phinf.pstatic.net/20150106_98/1420530570467n8ORO_JPEG/movie_image.jpg,19,"[81, 1170, 210, 1259, 238, 1027, 543, 615, 1035, 210]"
1528,오션월드 3D,83407,20100811,82,"[17, 8]",,0,[428]
1529,오션스,620710,20100728,87,"[17, 2]",,0,"[458, 273, 551]"
1530,고死 두 번째 이야기: 교생실습,802936,20100728,84,"[0, 10]",https://movie-phinf.pstatic.net/20111223_214/1324619012431R4niU_JPEG/movie_image.jpg,15,"[398, 776, 881, 890, 613, 495, 1069, 653, 767]"
1531,마음이2,641178,20100721,92,[2],,0,"[1165, 86, 1258, 767, 87]"
1532,명탐정 코난: 천공의 난파선,577853,20100721,100,"[20, 11]",https://movie-phinf.pstatic.net/20111223_107/13246162456260T0Ib_JPEG/movie_image.jpg,0,"[129, 862, 358, 757, 898, 419]"
1533,마법사의 제자,516175,20100721,107,"[2, 4, 6, 8]",https://movie-phinf.pstatic.net/20111223_218/1324618723690Yn1ed_JPEG/movie_image.jpg,0,"[83, 745]"
1534,극장판 도라에몽: 진구의 인어대해전,115594,20100728,98,"[20, 11, 6]",https://movie-phinf.pstatic.net/20111223_38/1324620533155mJnFS_JPEG/movie_image.jpg,0,"[161, 123, 865]"
1535,슈렉 포에버,2186419,20100701,93,"[20, 7, 11]",https://movie-phinf.pstatic.net/20111223_93/1324617532942Pyz5c_JPEG/movie_image.jpg,0,"[1361, 1194, 1241, 628, 1044, 716]"
1536,이클립스,2018950,20100707,124,"[6, 18, 10]",,12,"[896, 1251, 26]"
1537,포화속으로,3307797,20100616,120,"[2, 19]",https://movie-phinf.pstatic.net/20111223_44/1324618561837t2XF2_JPEG/movie_image.jpg,12,"[1270, 538, 87, 617, 944, 448, 1048, 685, 122, 1287]"
1538,나잇&데이,2231896,20100624,109,"[4, 7]",https://movie-phinf.pstatic.net/20181206_49/1544078070668ENCjS_JPEG/movie_image.jpg,15,"[837, 1194]"
1539,파괴된 사나이,1008614,20100701,114,"[2, 10]",https://movie-phinf.pstatic.net/20111223_19/1324616259852kQ7ou_JPEG/movie_image.jpg,19,"[302, 1308, 1205, 787, 959, 542]"
1540,방자전,2974675,20100602,124,"[16, 7, 18]",,19,"[1292, 1432, 362, 1354, 1007, 494, 446, 1135, 246, 1248, 1284]"
1541,맨발의 꿈,326764,20100624,121,[2],https://movie-phinf.pstatic.net/20111223_86/1324613577990hG440_JPEG/movie_image.jpg,0,"[244, 587, 1011, 1307]"
1542,킬러 인사이드 미,49666,20100707,103,"[12, 2, 10]",https://movie-phinf.pstatic.net/20111223_7/1324617006554QnYPj_JPEG/movie_image.jpg,19,"[561, 39, 1103, 463]"
1543,스플라이스,161546,20100701,103,"[9, 0, 10]",https://movie-phinf.pstatic.net/20111223_164/13246168197799rAXd_JPEG/movie_image.jpg,19,"[145, 509]"
1544,아더와 미니모이 2 : 셀레니아 공주 구출 작전,33665,20100708,94,"[6, 8, 20]",https://movie-phinf.pstatic.net/20111223_91/1324617640469gTBEV_JPEG/movie_image.jpg,0,"[308, 1180, 874]"
1545,A-특공대,759295,20100610,119,[4],https://movie-phinf.pstatic.net/20111223_240/1324616466899htygv_JPEG/movie_image.jpg,15,"[1347, 97, 1379, 431, 1471, 125]"
1546,필립모리스,55572,20100701,97,"[7, 2]",https://movie-phinf.pstatic.net/20111223_28/1324617706737t8Tay_JPEG/movie_image.jpg,19,"[57, 1334]"
1547,섹스 앤 더 시티 2,390188,20100610,144,"[2, 18, 7]",https://movie-phinf.pstatic.net/20111223_143/1324614143153dFyt0_JPEG/movie_image.jpg,19,"[1113, 430, 394, 446]"
1548,드래곤 길들이기,2532130,20100520,98,"[20, 7, 8, 11]",https://movie-phinf.pstatic.net/20190131_168/1548898773611USlT7_JPEG/movie_image.jpg,0,"[411, 424]"
1549,여대생 기숙사,41189,20100623,101,"[0, 10]",https://movie-phinf.pstatic.net/20170224_172/1487903208539ztUOg_JPEG/movie_image.jpg,19,"[92, 603, 560]"
1550,스트리트댄스,120630,20100616,98,"[2, 18]",https://movie-phinf.pstatic.net/20120611_49/13393941762057V8hB_JPEG/movie_image.jpg,12,"[1162, 846]"
1551,베스트 키드,283994,20100610,140,"[11, 2, 4]",,12,"[899, 1026]"
1552,페르시아의 왕자: 시간의 모래,1944979,20100527,116,"[4, 8, 6]",,12,"[765, 678, 512]"
1553,엽문2,41416,20100616,108,"[4, 2]",https://movie-phinf.pstatic.net/20180426_179/15247069806231IlrK_JPEG/movie_image.jpg,15,"[1274, 1112, 283, 22]"
1554,토마스와 친구들 - 극장판 2,9330,20100610,61,"[20, 4, 8, 11]",https://movie-phinf.pstatic.net/20180329_50/1522302459052Oz1Op_JPEG/movie_image.jpg,0,"[861, 234, 886]"
1555,엣지 오브 다크니스,185853,20100602,104,"[12, 2, 5, 10]",https://movie-phinf.pstatic.net/20161227_15/1482820545381QdY64_JPEG/movie_image.jpg,15,[439]
1556,내 깡패 같은 애인,680956,20100520,105,"[2, 7, 18]",https://movie-phinf.pstatic.net/20111223_167/1324613028138CQdms_JPEG/movie_image.jpg,15,"[893, 1047, 526, 361, 287]"
1557,유령작가,166642,20100602,128,"[5, 10]",https://movie-phinf.pstatic.net/20111223_116/1324612059739SCQ2W_JPEG/movie_image.jpg,15,"[1334, 157, 394, 1243]"
1558,하녀,2230417,20100513,106,"[10, 18]",https://movie-phinf.pstatic.net/20180703_255/1530600616054dk4gu_JPEG/movie_image.jpg,19,"[399, 1105, 38, 525, 542, 373, 956]"
1559,로빈 후드,1556550,20100513,140,"[4, 2, 16]",https://movie-phinf.pstatic.net/20181031_91/1540952362335FhIxg_JPEG/movie_image.jpg,15,"[509, 729, 867]"
1560,시,187643,20100513,139,[2],https://movie-phinf.pstatic.net/20190212_276/1549939349977oWnD7_JPEG/movie_image.jpg,15,"[1015, 120, 82, 208, 797]"
1561,꿈은 이루어진다,97231,20100527,113,"[7, 2]",https://movie-phinf.pstatic.net/20111223_287/1324614642780qtwfC_JPEG/movie_image.jpg,15,"[399, 86, 624, 563, 836, 1218]"
1562,아이언맨 2,4401291,20100429,125,"[9, 4, 8]",https://movie-phinf.pstatic.net/20111223_163/1324610044306xOc34_JPEG/movie_image.jpg,12,"[1115, 1279, 1029, 1145, 933]"
1563,대한민국 1%,429967,20100505,105,"[2, 4]",,12,"[1190, 645, 1000, 511]"
1564,나이트메어,129623,20100520,94,"[0, 10]",https://movie-phinf.pstatic.net/20180704_6/15306942174099YMnO_JPEG/movie_image.jpg,19,"[1262, 440, 1300, 856, 1149, 72]"
1565,구르믈 버서난 달처럼,1349616,20100428,111,"[16, 4]",https://movie-phinf.pstatic.net/20111223_139/1324611426860egoAM_JPEG/movie_image.jpg,15,"[373, 332, 1270, 244, 106, 939, 553, 1125, 783, 744, 739, 543]"
1566,베스트셀러,1077983,20100415,117,"[5, 10, 2]",https://movie-phinf.pstatic.net/20111223_299/1324607700505DS7MK_JPEG/movie_image.jpg,15,"[1440, 56, 858, 305, 813, 1248, 1307, 1159, 446, 681]"
1567,친정엄마,454746,20100422,108,"[2, 11]",https://movie-phinf.pstatic.net/20111223_55/1324607938361EdETl_JPEG/movie_image.jpg,0,"[142, 1287, 789, 888]"
1568,블라인드 사이드,343085,20100415,128,[2],https://movie-phinf.pstatic.net/20111223_159/13246089113705W9ps_JPEG/movie_image.jpg,12,[1188]
1569,브라더스,67035,20100505,104,"[2, 19]",https://movie-phinf.pstatic.net/20180730_118/1532934278283mlOxM_JPEG/movie_image.jpg,15,"[151, 765, 541]"
1570,케로로 더 무비 5: 기적의 사차원섬,104626,20100429,74,"[20, 8, 11]",https://movie-phinf.pstatic.net/20111223_131/1324608010969bjG0w_JPEG/movie_image.jpg,0,[]
1571,타이탄,2640689,20100401,106,"[4, 8, 6]",https://movie-phinf.pstatic.net/20180713_8/1531446629748k0M1L_JPEG/movie_image.jpg,12,"[6, 1467, 1347, 678]"
1572,허트 로커,157936,20100422,130,"[2, 19]",https://movie-phinf.pstatic.net/20111223_169/1324609508434hKsLR_JPEG/movie_image.jpg,15,"[1240, 549, 674]"
1573,킥 애스: 영웅의 탄생,144398,20100422,117,"[4, 8, 7]",https://movie-phinf.pstatic.net/20111223_23/1324610473483EhN9P_JPEG/movie_image.jpg,19,"[1106, 746, 83, 320]"
1574,반가운 살인자,580700,20100408,107,"[7, 10]",,15,"[403, 190, 497, 673]"
1575,일라이,200525,20100415,117,"[4, 8, 2, 10, 15]",,15,"[49, 907]"
1576,육혈포 강도단,1185505,20100318,107,"[7, 2, 4]",https://movie-phinf.pstatic.net/20111223_168/1324606035460rRwkf_JPEG/movie_image.jpg,15,"[1330, 217, 348, 1465, 860, 784]"
1577,바운티 헌터,55270,20100415,110,"[18, 7]",https://movie-phinf.pstatic.net/20160901_12/1472721287549DVGl8_JPEG/movie_image.jpg,15,"[1256, 424]"
1578,크레이지,132214,20100408,100,"[0, 9, 10]",https://movie-phinf.pstatic.net/20181022_21/1540184572635B2gfj_JPEG/movie_image.jpg,19,"[909, 149, 620, 1079]"
1579,프로포즈 데이,97938,20100408,100,"[18, 7]",https://movie-phinf.pstatic.net/20111223_157/1324608978662ihEcl_JPEG/movie_image.jpg,12,"[27, 115]"
1580,그린 존,591482,20100325,114,"[2, 19, 4]",https://movie-phinf.pstatic.net/20111223_256/1324606533586wOY40_JPEG/movie_image.jpg,15,"[861, 184]"
1581,셔터 아일랜드,966508,20100318,138,"[2, 5, 10]",https://movie-phinf.pstatic.net/20111223_134/13246055676979Y0FT_JPEG/movie_image.jpg,15,"[151, 34]"
1582,이상한 나라의 앨리스,2136647,20100304,108,"[6, 8, 11]",https://movie-phinf.pstatic.net/20180416_127/1523858852630elQh5_JPEG/movie_image.jpg,0,"[1088, 1057, 1218, 487, 222]"
1583,집 나온 남자들,16979,20100408,108,"[7, 2]",https://movie-phinf.pstatic.net/20111223_143/13246078375889F2Fe_JPEG/movie_image.jpg,15,"[879, 974, 57, 117, 864, 646, 974]"
1584,폭풍전야,49278,20100401,104,"[2, 18]",https://movie-phinf.pstatic.net/20111223_243/1324606646612UDU9L_JPEG/movie_image.jpg,19,"[731, 377, 1319, 1122, 370]"
1585,비밀애,149135,20100325,111,[18],https://movie-phinf.pstatic.net/20180122_170/1516604751284yDQdQ_JPEG/movie_image.jpg,19,"[122, 372, 126, 1218]"
1586,의형제,5405194,20100204,116,"[2, 4]",,15,"[1469, 664, 848, 751, 464, 553, 587]"
